,Id,News_Headlines,Viral_Anticipated_News
676,676,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,181
677,677,"Germany backs Apple-Google COVID-19 tracker, ditches homegrown alternative",181
678,678,Online auction of largest-ever whiskey collection witnesses cyber attack,181
679,679,My 1st Apple Watch prototype was iPod nano strapped to band: Ex-design head,181
680,680,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,181
681,681,Reliance JioMart launches WhatsApp order service for groceries in select cities,182
682,682,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,182
683,683,Credit card records of millions exposed by New York startup: Reports,182
684,684,Five ex-workers of Huawei were arrested for discussing Iran sale: NYT,183
685,685,"Viral link on WhatsApp offers users free beer, Heineken calls it scam",183
686,686,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,183
687,687,"Text bug with Italy flag, Sindhi characters crashes iOS devices: Report",183
688,688,Marine plastic pollution detected using satellite data: Study,183
689,689,Google exec's son praises Zoom in front of thousands of employees on Meet,183
690,690,Bitcoin for me is like poetry: Twitter CEO Jack Dorsey,184
691,691,"Amazon to be fined $108,000 for every non-essential item it delivers in France",185
692,692,Fan asks if Hrithik is smoking in pic with sons; actor replies 'I'm a non-smoker',185
693,693,Kanika Kapoor issues 1st statement after recovering from coronavirus,185
694,694,Kanika shares 1st pic from Lucknow home after statement on COVID-19 diagnosis,185
695,695,"If Khan saab doesn't work, I don't get work: SRK's lookalike on actor's break",185
696,696,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",187
697,697,Was told I can't donate blood as I'm gay: COVID-19 survivor Cohen,187
698,698,Aid we received amid lockdown not enough: Background dancer,187
699,699,"Had approached Ayushmann, Kartik for 'Hungama 2': Director",188
700,700,Cried after a man in India recognised me from Titanic: Kate,188
701,701,Plea against Vir Das' 'Hasmukh' for allegedly maligning lawyers,189
702,702,I'm so grateful you were born: Jessie on Tatum's 40th b'day,189
703,703,Artist Zarina Hashmi passes away in London at the age of 83,189
704,704,Extraction is biggest int'l debut I could dream of: Painyuli,189
705,705,Indian designers say they don't style singers: Neha Bhasin,189
706,706,It took me 3 years to get my Vogue cover: Kriti Sanon,190
707,707,Didn't get any award by government after Ramayan: Arun Govil,190
708,708,Last 2 yrs were quarantine for me anyway: Sonali on lockdown,191
709,709,Deverakonda donates ₹1.3 cr to help needy amid coronavirus,191
710,710,"I'm notoriously called Lara Paaji by Salman, Akshay: Lara",191
711,711,"Chris Pratt, wife Katherine expecting first child together",191
712,712,Dulquer apologises after 'Prabhakara' joke in film criticised,191
713,713,Over 30 Tamil producers support films' direct online release,191
714,714,I forced her into it: Sunny's husband Daniel on date night,191
715,715,"BMW launches Contactless Experience, a digital-first purchase experience",191
716,716,Automobile manufacturers asked to make ventilators: Health Ministry,191
717,717,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",191
718,718,Mahindra says it won't invest further in South Korean unit SsangYong,191
719,719,Tesla posts video showing how it's building ventilators with car parts,191
720,720,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,191
721,721,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",191
722,722,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,191
723,723,TVS acquires 122-year-old British motorcycle company Norton,191
724,724,Tesla's Cybertruck can float for a while: Elon Musk,192
725,725,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,192
726,726,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",192
727,727,Maruti Suzuki reports 47% drop in March sales due to coronavirus,192
728,728,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,192
729,729,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,192
730,730,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",192
731,731,Two Tesla employees test positive for COVID-19: Reports ,193
732,732,"Tesla to suspend production at US factories, cut salaries by 10-30%",193
733,733,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,193
734,734,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,193
735,735,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,193
736,736,"Ford recalls 68,000 vehicles over rollaway risk",193
737,737,Maruti Suzuki cuts production by 32% in March,193
738,738,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",195
739,739,Renault pulls out of venture with Dongfeng Motor in China over poor sales,195
740,740,You almost finished my son's career: Chris Broad told Yuvraj after his 6 sixes,195
741,741,Umar Akmal banned from all forms of cricket for 3 years over corruption,197
742,742,I'd still give him out: Gould on LBW decision against Sachin in Ind-Pak WC match,197
743,743,Australia players won't be greedy in pay talks: Paine over COVID-19,197
744,744,Tricky to train with same intensity amid lockdown: World no. 1 Barty,197
745,745,We're appalled: Everton after Moise Kean seen partying amid lockdown,198
746,746,"Chelsea opt against pay cut, tell players to donate to charity",198
747,747,NBA to reopen training facilities in places with eased restrictions,198
748,748,"Will go back to Italy, I have a contract with Milan: Zlatan Ibrahimovic",198
749,749,"French GP 10th F1 race to be called off, British GP likely without fans ",198
750,750,World no. 3 Thiem criticises fund to support lower-ranked tennis players,198
751,751,Arsenal 1st Premier League side to resume players' training amid COVID-19,198
752,752,East Bengal terminate players' contracts citing COVID-19 pandemic,198
753,753,Disheartened to hear about domestic violence amid lockdown: Dhawan,198
754,754,Total winner: Trump congratulates Triple H on his 25-year WWE anniversary,198
755,755,T20 WC win would've brought generational shift: Ex-skipper Anjum,198
756,756,"Dhoni's humility, gratitude sets him apart: Mohit Sharma",198
757,757,How can India keep Ashwin out from shorter formats: Pak's Saqlain Mushtaq,198
758,758,"Bowling to Kohli, Rohit will be a challenge at T20 WC: Pak's Haris Rauf",198
759,759,Could've sent off Maradona even before game started: 1990 WC final referee,198
760,760,"KL Rahul's bat auctioned for ₹2.64 lakh, Test jersey for ₹1.32 lakh",200
761,761,Williamson reveals his pick for best batsmen at the moment ,201
762,762,Harsha Bhogle reveals his all-time favourite Indian captain,201
763,763,I ended up crying: Hima Das on meeting 'role model' Tendulkar,201
764,764,We were fired through single e-mail without prior notice: Udaan contract staff,201
765,765,"Amazon, Flipkart urge govt to allow sale of non-essential items during lockdown",201
766,766,"Allow Amazon, Flipkart to sell fans, books: US-India advocacy body asks govt",201
767,767,Amazon tests using video calls to screen sellers for frauds amid pandemic,202
768,768,"Local is new global business plan, online-to-offline to be mainstream: Paytm CEO",202
769,769,"Alphabet's Pichai makes ₹2,140 crore in 2019, over 1,000 times the median pay",203
770,770,SoftBank to deploy funds from $13B unspent Vision Fund capital in India,203
771,771,"Bira beer maker raises ₹150 crore from Sequoia, Belgium-based Sofina",203
772,772,Trump says 'no $10B loan' for Postal Service unless it charges Amazon more,204
773,773,IIT Madras-incubated ed-tech startup GUVI raises ₹6 crore,204
774,774,"Mswipe not looking for buyer, has runway of over 36 months: Founder",205
775,775,"Amazon donates over $300,000 to UK bookshops to help fight COVID-19",205
776,776,China asks ByteDance to remove its work-from-home app: Report,205
777,777,"Amazon to be fined $108,000 for every non-essential item it delivers in France",206
778,778,Credit card records of millions exposed by New York startup: Reports,206
779,779,Amazon India allows local stores to sell groceries on its platform,206
780,780,Reliance JioMart launches WhatsApp order service for groceries in select cities,207
781,781,"CAIT, DPIIT to launch e-comm portal for local stores amid COVID-19",208
782,782,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,208
783,783,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,208
784,784,Amazon used its sellers' data to make competing products: Report,208
785,785,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,208
786,786,"We have to survive in crisis, can thrive later: Blume Ventures' Sanjay Nath",208
787,787,BigBasket invests ₹2.67 cr in recently-acquired startup DailyNinja,208
788,788,"Amazon, BigBasket, Grofers, MedLife celebrate spirit of delivery heroes",208
789,789,Delaying vaccination can increase the risk of getting sick: WHO,208
790,790,Asian Paints recreates 'Har Ghar Chup Chap Se Kehta Hai' ad film,208
791,791,"Woman's breast implant deflects bullet away from her heart, saves her life",208
792,792,My wife hates it when I work from home: Banksy shares graffiti from bathroom,208
793,793,19 top executives pledge ₹300 cr for a B-school where CEOs will teach,209
794,794,FLAME University admissions open for UG and PG programs for AY 2020,211
795,795,4-inch-long knife removed from Chinese man's head 26 yrs after he was stabbed,211
796,796,I think what would Mother Teresa do: Indian-origin man feeds 24k Kenyan families,211
797,797,"Light aircraft lands on Canada highway, traffic continues to move; video surfaces",211
798,798,You have to be someone to be insulted: Chetan Bhagat after Kunal Kamra trolls him,211
799,799,Andhra policeman rides horse painted with pics of coronavirus,211
800,800,68-year-old Nigerian woman gives birth to twins in her fourth IVF attempt,211
801,801,Rushing to get tested for coronavirus: Man speeding Lamborghini at 160 kmph in Aus,212
802,802,"3,000 square metre coronavirus-themed grass graffiti unveiled in Swiss Alps",212
803,803,"Maharashtra couple dig well outside house in 21 days, find water at 25 feet",212
804,804,'Rare' pair of sneakers made by Apple in 1990s auctioned for ₹7.3 lakh,213
805,805,Lions nap on South African national park's road during lockdown; pics go viral,213
806,806,"Couple gets married amid lockdown, families attend function via video conference",213
807,807,What is the theme of World Health Day 2020?,213
808,808,"Uttar Pradesh Minister gives hair-cut to children amid lockdown, shares video",213
809,809,US cancels Spelling Bee for 1st time since WWII due to COVID-19,214
810,810,"Rohtak court opens at night, man marries Mexican girl he met on a language app",215
811,811,"Australian family recreates 15-hour flight in living room, shares pics",215
812,812,"US reporter mistakenly turns on filters during Facebook live, video goes viral",215
813,813,US woman watering plant for two years realises it is made of plastic,217
814,814,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,218
815,815,Hospital staff in US dances whenever a patient taken off ventilator; video viral,218
816,816,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",218
817,817,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",218
818,818,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",218
819,819,'Wash hands' seen written in sky above Sydney amid coronavirus scare,219
820,820,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,219
821,821,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,219
822,822,Bride and groom get married over video call in Maharashtra amid lockdown,219
823,823,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,221
824,824,"UK woman shops in zorb ball to maintain social distance, video goes viral",222
825,825,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",222
826,826,Newborn twins in Raipur named Corona and Covid,222
827,827,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,222
828,828,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",222
829,829,"ITBP troopers dressed as bear chase monkeys, video surfaces",222
830,830,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,222
831,831,People in Maharashtra exercise on streets after all gyms shut in state,222
832,832,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",224
833,833,UK couple exchange onion rings after wedding gets cancelled over coronavirus,224
834,834,"Rohtak court opens at night, man marries Mexican girl he met on a language app",225
835,835,"Australian family recreates 15-hour flight in living room, shares pics",225
836,836,"US reporter mistakenly turns on filters during Facebook live, video goes viral",225
837,837,US woman watering plant for two years realises it is made of plastic,227
838,838,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,228
839,839,Hospital staff in US dances whenever a patient taken off ventilator; video viral,228
840,840,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",228
841,841,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",228
842,842,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",228
843,843,'Wash hands' seen written in sky above Sydney amid coronavirus scare,229
844,844,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,229
845,845,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,229
846,846,Bride and groom get married over video call in Maharashtra amid lockdown,229
847,847,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,231
848,848,"UK woman shops in zorb ball to maintain social distance, video goes viral",232
849,849,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",232
850,850,Newborn twins in Raipur named Corona and Covid,232
851,851,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,232
852,852,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",232
853,853,"ITBP troopers dressed as bear chase monkeys, video surfaces",232
854,854,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,232
855,855,People in Maharashtra exercise on streets after all gyms shut in state,232
856,856,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",234
857,857,UK couple exchange onion rings after wedding gets cancelled over coronavirus,234
858,858,"No new coronavirus case in 85 districts in 14 days; cases in India cross 28,000",234
859,859,Discussed extending lockdown post May 3 in the state: Meghalaya CM after PM meet,234
860,860,"58 active coronavirus cases in Gautam Buddha Nagar, green zones rise to 14",234
861,861,"PM said spike in COVID-19 cases could happen in June, July: Chhattisgarh Minister",234
862,862,Appeal to all to support Rajasthan's migrant workers returning home: CM,234
863,863,"No. of containment zones down from 1,036 to 805 in Mumbai",235
864,864,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",236
865,865,Details of procurement of COVID-19 equipment must be made public: Cong,236
866,866,People from Haryana working in Delhi are 'corona-carriers': Haryana Minister,236
867,867,Lakhs and lakhs can't be quarantined by govt: WB CM Mamata allows home quarantine,236
868,868,Punjab policemen wear badge with name of Harjeet whose hand was chopped off in attack,236
869,869,"1 cured of COVID-19 discharged, total cases now 3: Puducherry Minister",236
870,870,PM announces COVID warriors website to connect people with local authorities,236
871,871,"Endangered Ganges River Dolphins spotted in Uttar Pradesh, video surfaces",236
872,872,"FB user says 'PM-backed firm' selling COVID-19 kits for ₹4,500, govt says fake news",237
873,873,60 Indian doctors dance to song 'Happy' amid coronavirus pandemic; video viral,237
874,874,Every 7th doctor in US is Indian and they're working as soldiers: AAPI Prez,237
875,875,Won't lose a single rupee: Govt clarifies after cancelling Chinese rapid test kits,237
876,876,KGMU becomes 1st govt hospital to launch plasma therapy for COVID-19,238
877,877,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,238
878,878,"5 Northeast states coronavirus-free, no new cases in other 3: Jitendra Singh",238
879,879,Tamil Nadu builds walls at Andhra border to block movement of vehicles,238
880,880,ICMR asks states to stop using COVID-19 rapid test kits from 2 Chinese companies,238
881,881,Imposing COVID cess on ultra-rich may make up for revenue loss: Kumaraswamy,239
882,882,Have to give importance to economy along with fight against COVID-19: PM Modi,239
883,883,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",239
884,884,40% tax for those earning ₹1 cr to revive post COVID-19 economy: IRS officers,240
885,885,India to fast-track Chinese investment approvals after FDI changes: Report,240
886,886,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,240
887,887,Millions may be pushed into poverty if lockdown isn't lifted soon: Ex-RBI Guv,240
888,888,Delhi's peak power demand falls up to 49% amid lockdown: Report,240
889,889,Singapore coastline packed with oil tankers amid slump in oil consumption,240
890,890,Made-in-India coronavirus vaccine could be ready in a year: Biocon MD,240
891,891,CBDT never asked IRS officers for suggestions on COVID-19 situation: I-T Dept,242
892,892,"CBI takes custody of DHFL's Kapil, Dheeraj Wadhawan from Satara",242
893,893,"RBI announces ₹50,000 crore special liquidity facility for mutual funds",243
894,894,"Tata Power, JSW Steel among companies seeking loan moratorium",243
895,895,UK economy may take until 2023 to fully recover from COVID-19: EY ITEM Club,243
896,896,"Tata Steel looking to get ₹4,718 cr bailout from UK government",243
897,897,India should convert world’s hatred for China into economic opportunity: Gadkari ,245
898,898,Reliance JioMart launches WhatsApp order service for groceries in select cities,246
899,899,Billionaire Richard Branson looking for a buyer for Virgin Atlantic: Reports,248
900,900,Boeing terminates $4.2 billion deal to buy 80% of Embraer,248
901,901,Vodafone Idea will bounce back despite AGR stress: Bharti Infratel ,248
902,902,Reliance Home Finance defaults on over ₹70 cr term loan repayment,248
903,903,HDFC acquires 6.43% stake in Reliance Capital by invoking pledged shares,248
904,904,About 328 entities opt for RBI's 3-month moratorium on loan repayment: ICRA,249
905,905,"KKR-backed India Grid Trust seeks nearly ₹6,000 crore in solar assets",249
906,906,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",250
907,907,Kim Jong-un is alive and well: S Korean govt adviser after reports of his death,250
908,908,Hundreds call US hotline to ask if they can inject disinfectants after Trump's remark,250
909,909,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,250
910,910,Dolphins swim close to Turkey shore amid coronavirus lockdown,250
911,911,"UK reports 413 coronavirus deaths in 24 hours, lowest daily death toll since March 31",250
912,912,Six new symptoms of coronavirus added by US' health protection agency,250
913,913,Pak cleric blames 'scantily dressed women' for coronavirus in presence of PM,251
914,914,Saudi Arabia ends death penalty for those who committed crimes as minors,252
915,915,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,252
916,916,Beijing bans 'uncivilised' behaviour amid coronavirus pandemic,252
917,917,China sought out positive comments on handling of COVID-19: Germany,252
918,918,Russia's military reports nearly 900 coronavirus cases,252
919,919,India sends 1 lakh HCQ tablets to B'desh amid COVID-19 pandemic,252
920,920,Nepal rescuers recover bodies of S Korean trekkers after 3 months,252
921,921,"916 foreign workers test COVID-19 +ve in S'pore, cases cross 13,000",252
922,922,Japan adds Russia and 13 others to entry ban list amid COVID-19,252
923,923,US House Speaker Nancy Pelosi endorses Joe Biden for President,253
924,924,"Russia reports 6,361 new COVID-19 cases, total cases exceed 80,000",253
925,925,China confiscates 8.9 crore 'poor quality' face masks: Official,253
926,926,Animals at two mink farms in Netherlands found coronavirus +ve,254
927,927,Italy reports lowest daily coronavirus death toll since mid-March,254
928,928,Yemeni separatists declare self-rule in country's south,254
929,929,Violence increased in Afghanistan after US-Taliban peace deal: UN,254
930,930,COVID-19 situation is bad in Agra: Priyanka shares Mayor's letter to UP CM,254
931,931,Details of procurement of COVID-19 equipment must be made public: Cong,254
932,932,Centre sent faulty coronavirus testing kits to Bengal: Mamata,254
933,933,"Insensitive, inhuman: Rahul on Centre's freeze on DA over COVID-19",254
934,934,Govt proving its incompetence by knee-jerk COVID-19 response: Yechury to PM,254
935,935,IMCT means I Must Cause Trouble: O'Brien on central team's visit to WB,254
936,936,Don't get revenue just by starting wine shops: Sena on Raj Thackeray's demand,254
937,937,Imposing COVID cess on ultra-rich may make up for revenue loss: Kumaraswamy,255
938,938,Why didn't central teams visit states with higher cases than Bengal?: TMC,255
939,939,"West Bengal writes to Centre, assures cooperation to central teams",255
940,940,Govt making sanitiser for rich from poor people's share of rice: Rahul,256
941,941,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,256
942,942,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",257
943,943,12 crore job losses in 1st phase of coronavirus lockdown: Sonia,257
944,944,Pawar writes to PM on COVID-19 impact on Maharashtra; seeks 'generous' funds,257
945,945,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",257
946,946,"You can't have lockdown of people, lockout of economy: Sibal to govt",257
947,947,J'khand fruit sellers told to remove 'VHP approved Hindu fruit store' banner,257
948,948,4 Cong CMs demand financial help from Centre to fight COVID-19,257
949,949,Shivraj Singh Chouhan expands Cabinet month after taking oath as MP CM,257
950,950,Why govt not passing benefit of reduced oil prices: Congress,257
951,951,You entered into accusatory mode to cover up failures: Bengal Governor to Mamata,257
952,952,"Pawar condemns Palghar mob lynching, says no time to play politics",257
953,953,Centre acted on our Covid-19 suggestions in miserly way: Sonia,257
954,954,"I'm elected, you are nominated: WB CM Mamata to Governor",257
955,955,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",258
956,956, Viral message forwards on WhatsApp drop 70% worldwide after new limits,258
957,957,B'luru hospital uses remote-controlled trolley to serve COVID-19 patients,258
958,958,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,258
959,959,"Apple, Google promise to shut COVID-19 tracker once containment ends",258
960,960,Amazon tests using video calls to screen sellers for frauds amid pandemic,259
961,961,"Google starts making face shields, donates 49,000 units to healthcare staff",259
962,962,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,259
963,963,"Germany backs Apple-Google COVID-19 tracker, ditches homegrown alternative",259
964,964,Online auction of largest-ever whiskey collection witnesses cyber attack,259
965,965,My 1st Apple Watch prototype was iPod nano strapped to band: Ex-design head,259
966,966,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,259
967,967,Reliance JioMart launches WhatsApp order service for groceries in select cities,260
968,968,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,260
969,969,Credit card records of millions exposed by New York startup: Reports,260
970,970,Five ex-workers of Huawei were arrested for discussing Iran sale: NYT,261
971,971,"Viral link on WhatsApp offers users free beer, Heineken calls it scam",261
972,972,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,261
973,973,"Text bug with Italy flag, Sindhi characters crashes iOS devices: Report",261
974,974,Marine plastic pollution detected using satellite data: Study,261
975,975,Google exec's son praises Zoom in front of thousands of employees on Meet,261
976,976,Bitcoin for me is like poetry: Twitter CEO Jack Dorsey,262
977,977,"Amazon to be fined $108,000 for every non-essential item it delivers in France",263
978,978,Fan asks if Hrithik is smoking in pic with sons; actor replies 'I'm a non-smoker',263
979,979,Kanika Kapoor issues 1st statement after recovering from coronavirus,263
980,980,Kanika shares 1st pic from Lucknow home after statement on COVID-19 diagnosis,263
981,981,"If Khan saab doesn't work, I don't get work: SRK's lookalike on actor's break",263
982,982,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",265
983,983,Was told I can't donate blood as I'm gay: COVID-19 survivor Cohen,265
984,984,Aid we received amid lockdown not enough: Background dancer,265
985,985,"Had approached Ayushmann, Kartik for 'Hungama 2': Director",266
986,986,Cried after a man in India recognised me from Titanic: Kate,266
987,987,Plea against Vir Das' 'Hasmukh' for allegedly maligning lawyers,267
988,988,I'm so grateful you were born: Jessie on Tatum's 40th b'day,267
989,989,Artist Zarina Hashmi passes away in London at the age of 83,267
990,990,Extraction is biggest int'l debut I could dream of: Painyuli,267
991,991,Indian designers say they don't style singers: Neha Bhasin,267
992,992,It took me 3 years to get my Vogue cover: Kriti Sanon,268
993,993,Didn't get any award by government after Ramayan: Arun Govil,268
994,994,Last 2 yrs were quarantine for me anyway: Sonali on lockdown,269
995,995,Deverakonda donates ₹1.3 cr to help needy amid coronavirus,269
996,996,"I'm notoriously called Lara Paaji by Salman, Akshay: Lara",269
997,997,"Chris Pratt, wife Katherine expecting first child together",269
998,998,Dulquer apologises after 'Prabhakara' joke in film criticised,269
999,999,Over 30 Tamil producers support films' direct online release,269
1000,1000,I forced her into it: Sunny's husband Daniel on date night,269
1001,1001,"BMW launches Contactless Experience, a digital-first purchase experience",269
1002,1002,Automobile manufacturers asked to make ventilators: Health Ministry,269
1003,1003,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",269
1004,1004,Mahindra says it won't invest further in South Korean unit SsangYong,269
1005,1005,Tesla posts video showing how it's building ventilators with car parts,269
1006,1006,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,269
1007,1007,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",269
1008,1008,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,269
1009,1009,TVS acquires 122-year-old British motorcycle company Norton,269
1010,1010,Tesla's Cybertruck can float for a while: Elon Musk,270
1011,1011,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,270
1012,1012,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",270
1013,1013,Maruti Suzuki reports 47% drop in March sales due to coronavirus,270
1014,1014,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,270
1015,1015,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,270
1016,1016,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",270
1017,1017,Two Tesla employees test positive for COVID-19: Reports ,271
1018,1018,"Tesla to suspend production at US factories, cut salaries by 10-30%",271
1019,1019,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,271
1020,1020,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,271
1021,1021,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,271
1022,1022,"Ford recalls 68,000 vehicles over rollaway risk",271
1023,1023,Maruti Suzuki cuts production by 32% in March,271
1024,1024,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",273
1025,1025,Renault pulls out of venture with Dongfeng Motor in China over poor sales,273
1026,1026,You almost finished my son's career: Chris Broad told Yuvraj after his 6 sixes,273
1027,1027,Umar Akmal banned from all forms of cricket for 3 years over corruption,275
1028,1028,I'd still give him out: Gould on LBW decision against Sachin in Ind-Pak WC match,275
1029,1029,Australia players won't be greedy in pay talks: Paine over COVID-19,275
1030,1030,Tricky to train with same intensity amid lockdown: World no. 1 Barty,275
1031,1031,We're appalled: Everton after Moise Kean seen partying amid lockdown,276
1032,1032,"Chelsea opt against pay cut, tell players to donate to charity",276
1033,1033,NBA to reopen training facilities in places with eased restrictions,276
1034,1034,"Will go back to Italy, I have a contract with Milan: Zlatan Ibrahimovic",276
1035,1035,"French GP 10th F1 race to be called off, British GP likely without fans ",276
1036,1036,World no. 3 Thiem criticises fund to support lower-ranked tennis players,276
1037,1037,Arsenal 1st Premier League side to resume players' training amid COVID-19,276
1038,1038,East Bengal terminate players' contracts citing COVID-19 pandemic,276
1039,1039,Disheartened to hear about domestic violence amid lockdown: Dhawan,276
1040,1040,Total winner: Trump congratulates Triple H on his 25-year WWE anniversary,276
1041,1041,T20 WC win would've brought generational shift: Ex-skipper Anjum,276
1042,1042,"Dhoni's humility, gratitude sets him apart: Mohit Sharma",276
1043,1043,How can India keep Ashwin out from shorter formats: Pak's Saqlain Mushtaq,276
1044,1044,"Bowling to Kohli, Rohit will be a challenge at T20 WC: Pak's Haris Rauf",276
1045,1045,Could've sent off Maradona even before game started: 1990 WC final referee,276
1046,1046,"KL Rahul's bat auctioned for ₹2.64 lakh, Test jersey for ₹1.32 lakh",278
1047,1047,Williamson reveals his pick for best batsmen at the moment ,279
1048,1048,Harsha Bhogle reveals his all-time favourite Indian captain,279
1049,1049,I ended up crying: Hima Das on meeting 'role model' Tendulkar,279
1050,1050,We were fired through single e-mail without prior notice: Udaan contract staff,279
1051,1051,"Amazon, Flipkart urge govt to allow sale of non-essential items during lockdown",279
1052,1052,"Allow Amazon, Flipkart to sell fans, books: US-India advocacy body asks govt",279
1053,1053,Amazon tests using video calls to screen sellers for frauds amid pandemic,280
1054,1054,"Local is new global business plan, online-to-offline to be mainstream: Paytm CEO",280
1055,1055,"Alphabet's Pichai makes ₹2,140 crore in 2019, over 1,000 times the median pay",281
1056,1056,SoftBank to deploy funds from $13B unspent Vision Fund capital in India,281
1057,1057,"Bira beer maker raises ₹150 crore from Sequoia, Belgium-based Sofina",281
1058,1058,Trump says 'no $10B loan' for Postal Service unless it charges Amazon more,282
1059,1059,IIT Madras-incubated ed-tech startup GUVI raises ₹6 crore,282
1060,1060,"Mswipe not looking for buyer, has runway of over 36 months: Founder",283
1061,1061,"Amazon donates over $300,000 to UK bookshops to help fight COVID-19",283
1062,1062,China asks ByteDance to remove its work-from-home app: Report,283
1063,1063,"Amazon to be fined $108,000 for every non-essential item it delivers in France",284
1064,1064,Credit card records of millions exposed by New York startup: Reports,284
1065,1065,Amazon India allows local stores to sell groceries on its platform,284
1066,1066,Reliance JioMart launches WhatsApp order service for groceries in select cities,285
1067,1067,"CAIT, DPIIT to launch e-comm portal for local stores amid COVID-19",286
1068,1068,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,286
1069,1069,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,286
1070,1070,Amazon used its sellers' data to make competing products: Report,286
